,ip,req,timestamp,marker,resourceID
826,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:03:06 +0000,,
827,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:03:06 2018,,
828,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:03:07 +0000,,
829,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:03:07 2018,,
830,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:03:09 +0000,,
831,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:03:09 2018,,
832,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:03:11 +0000,,
833,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:03:10 2018,,
834,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:03:12 +0000,,
835,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:03:12 2018,,
836,31.184.194.109,GET /,19/Jul/2018:20:05:52 +0000,,
837,204.68.92.141,GET /newevaluation?resourceid=1425,19/Jul/2018:20:06:23 +0000,evalStart,1425
838,204.68.92.141,GET /newevaluation?resourceid=1425,Thu Jul 19 20:06:23 2018,evalStart,1425
839,196.52.43.105,GET /,19/Jul/2018:20:21:51 +0000,,
840,146.203.121.6,GET /project/1/resources,19/Jul/2018:20:31:42 +0000,,
841,146.203.121.6,GET /project/1/resources,Thu Jul 19 20:31:41 2018,,
842,146.203.121.6,GET /static/img/icon-32.png,19/Jul/2018:20:31:42 +0000,,
843,146.203.121.6,GET /newevaluation?resourceid=2943,19/Jul/2018:20:31:45 +0000,evalStart,2943
844,146.203.121.6,GET /newevaluation?resourceid=2943,Thu Jul 19 20:31:45 2018,evalStart,2943
845,144.76.2.149,GET /robots.txt,Thu Jul 19 20:32:20 2018,,
846,144.76.2.149,GET /robots.txt,19/Jul/2018:20:32:20 +0000,,
847,144.76.2.149,GET /newevaluation?resourceid=1633,Thu Jul 19 20:32:22 2018,evalStart,1633
848,144.76.2.149,GET /newevaluation?resourceid=1633,19/Jul/2018:20:32:22 +0000,evalStart,1633
849,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1633,Thu Jul 19 20:32:24 2018,,
850,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1633,19/Jul/2018:20:32:24 +0000,,
851,144.76.2.149,GET /newevaluation?resourceid=175,Thu Jul 19 20:32:26 2018,evalStart,175
852,144.76.2.149,GET /newevaluation?resourceid=175,19/Jul/2018:20:32:26 +0000,evalStart,175
853,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D175,Thu Jul 19 20:32:28 2018,,
854,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D175,19/Jul/2018:20:32:28 +0000,,
855,144.76.2.149,GET /newevaluation?resourceid=2221,Thu Jul 19 20:32:30 2018,evalStart,2221
856,144.76.2.149,GET /newevaluation?resourceid=2221,19/Jul/2018:20:32:30 +0000,evalStart,2221
857,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2221,Thu Jul 19 20:32:32 2018,,
858,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2221,19/Jul/2018:20:32:32 +0000,,
859,146.203.121.6,GET /newevaluation?resourceid=1403,19/Jul/2018:20:32:33 +0000,evalStart,1403
860,146.203.121.6,GET /newevaluation?resourceid=1403,Thu Jul 19 20:32:33 2018,evalStart,1403
861,144.76.2.149,GET /newevaluation?resourceid=2575,Thu Jul 19 20:32:34 2018,evalStart,2575
862,144.76.2.149,GET /newevaluation?resourceid=2575,19/Jul/2018:20:32:34 +0000,evalStart,2575
863,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2575,Thu Jul 19 20:32:36 2018,,
864,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2575,19/Jul/2018:20:32:36 +0000,,
865,144.76.2.149,GET /newevaluation?resourceid=2804,Thu Jul 19 20:32:38 2018,evalStart,2804
866,144.76.2.149,GET /newevaluation?resourceid=2804,19/Jul/2018:20:32:38 +0000,evalStart,2804
867,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2804,Thu Jul 19 20:32:40 2018,,
868,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2804,19/Jul/2018:20:32:40 +0000,,
869,144.76.2.149,GET /newevaluation?resourceid=3105,Thu Jul 19 20:32:42 2018,evalStart,3105
870,144.76.2.149,GET /newevaluation?resourceid=3105,19/Jul/2018:20:32:42 +0000,evalStart,3105
871,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3105,Thu Jul 19 20:32:44 2018,,
872,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3105,19/Jul/2018:20:32:44 +0000,,
873,144.76.2.149,GET /newevaluation?resourceid=311,Thu Jul 19 20:32:46 2018,evalStart,311
874,144.76.2.149,GET /newevaluation?resourceid=311,19/Jul/2018:20:32:46 +0000,evalStart,311
875,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D311,Thu Jul 19 20:32:48 2018,,
876,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D311,19/Jul/2018:20:32:48 +0000,,
877,144.76.2.149,GET /newevaluation?resourceid=3147,Thu Jul 19 20:32:50 2018,evalStart,3147
878,144.76.2.149,GET /newevaluation?resourceid=3147,19/Jul/2018:20:32:50 +0000,evalStart,3147
879,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3147,Thu Jul 19 20:32:52 2018,,
880,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3147,19/Jul/2018:20:32:52 +0000,,
881,144.76.2.149,GET /newevaluation?resourceid=600,Thu Jul 19 20:32:54 2018,evalStart,600
882,144.76.2.149,GET /newevaluation?resourceid=600,19/Jul/2018:20:32:54 +0000,evalStart,600
883,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D600,Thu Jul 19 20:32:56 2018,,
884,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D600,19/Jul/2018:20:32:56 +0000,,
885,144.76.2.149,GET /newevaluation?resourceid=987,Thu Jul 19 20:32:58 2018,evalStart,987
886,144.76.2.149,GET /newevaluation?resourceid=987,19/Jul/2018:20:32:58 +0000,evalStart,987
887,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D987,Thu Jul 19 20:33:00 2018,,
888,144.76.2.149,GET /login?next=%2Fnewevaluation%3Fresourceid%3D987,19/Jul/2018:20:33:00 +0000,,
889,204.68.92.141,POST /evaluationsubmitted,Thu Jul 19 20:33:07 2018,evalEnd,
890,204.68.92.141,POST /evaluationsubmitted,19/Jul/2018:20:33:07 +0000,evalEnd,
891,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:33:08 +0000,,
892,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:33:08 2018,,
893,204.68.92.141,GET /static/img/icon-32.png,19/Jul/2018:20:33:08 +0000,,
894,204.68.92.141,GET /project/1/myevaluations/,19/Jul/2018:20:33:10 +0000,,
895,204.68.92.141,GET /project/1/myevaluations/,Thu Jul 19 20:33:10 2018,,
896,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:11 +0000,,
897,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:11 2018,,
898,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:12 +0000,,
899,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:12 2018,,
900,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:14 +0000,,
901,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:14 2018,,
902,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:17 +0000,,
903,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:17 2018,,
904,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:20 +0000,,
905,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:20 2018,,
906,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:24 +0000,,
907,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:24 2018,,
908,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:25 +0000,,
909,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:25 2018,,
910,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:33:27 +0000,,
911,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:33:27 2018,,
912,204.68.92.141,GET /newevaluation?resourceid=830,19/Jul/2018:20:33:31 +0000,evalStart,830
913,204.68.92.141,GET /newevaluation?resourceid=830,Thu Jul 19 20:33:31 2018,evalStart,830
914,5.255.250.134,GET /project/1/resources,19/Jul/2018:20:34:10 +0000,,
915,5.255.250.159,GET /project/1/resources,19/Jul/2018:20:34:11 +0000,,
916,5.255.250.159,GET /project/1/resources,Thu Jul 19 20:34:11 2018,,
917,146.203.121.6,POST /evaluationsubmitted,Thu Jul 19 20:34:49 2018,evalEnd,
918,146.203.121.6,POST /evaluationsubmitted,19/Jul/2018:20:34:49 +0000,evalEnd,
919,146.203.121.6,GET /project/1/resources,19/Jul/2018:20:34:49 +0000,,
920,146.203.121.6,GET /project/1/resources,Thu Jul 19 20:34:49 2018,,
921,146.203.121.6,GET /newevaluation?resourceid=3651,19/Jul/2018:20:34:50 +0000,evalStart,3651
922,146.203.121.6,GET /newevaluation?resourceid=3651,Thu Jul 19 20:34:50 2018,evalStart,3651
923,146.203.121.6,GET /newevaluation?resourceid=1925,19/Jul/2018:20:35:01 +0000,evalStart,1925
924,146.203.121.6,GET /newevaluation?resourceid=1925,Thu Jul 19 20:35:01 2018,evalStart,1925
925,34.247.79.141,GET /,19/Jul/2018:20:35:06 +0000,,
926,34.247.79.141,GET /,Thu Jul 19 20:35:06 2018,,
927,34.247.79.141,GET /,19/Jul/2018:20:35:06 +0000,,
928,37.49.231.62,GET //libs/js/iframe.js,Thu Jul 19 20:36:38 2018,,
929,37.49.231.62,GET //libs/js/iframe.js,19/Jul/2018:20:36:38 +0000,,
930,146.203.121.6,POST /evaluationsubmitted,Thu Jul 19 20:38:09 2018,evalEnd,
931,146.203.121.6,POST /evaluationsubmitted,19/Jul/2018:20:38:10 +0000,evalEnd,
932,146.203.121.6,GET /project/1/resources,19/Jul/2018:20:38:10 +0000,,
933,146.203.121.6,GET /project/1/resources,Thu Jul 19 20:38:10 2018,,
934,146.203.121.6,GET /project/1/myevaluations?,Thu Jul 19 20:38:13 2018,,
935,146.203.121.6,GET /project/1/myevaluations?,19/Jul/2018:20:38:13 +0000,,
936,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:20:38:14 +0000,,
937,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 20:38:13 2018,,
938,146.203.121.6,GET /project/1/resources?,19/Jul/2018:20:38:16 +0000,,
939,146.203.121.6,GET /project/1/resources?,Thu Jul 19 20:38:16 2018,,
940,146.203.121.6,GET /newevaluation?resourceid=3717,19/Jul/2018:20:38:22 +0000,evalStart,3717
941,146.203.121.6,GET /newevaluation?resourceid=3717,Thu Jul 19 20:38:22 2018,evalStart,3717
942,146.203.121.6,POST /evaluationsubmitted,Thu Jul 19 20:41:36 2018,evalEnd,
943,146.203.121.6,POST /evaluationsubmitted,19/Jul/2018:20:41:36 +0000,evalEnd,
944,146.203.121.6,GET /project/1/resources,19/Jul/2018:20:41:36 +0000,,
945,146.203.121.6,GET /project/1/resources,Thu Jul 19 20:41:36 2018,,
946,204.68.92.141,POST /evaluationsubmitted,Thu Jul 19 20:41:43 2018,evalEnd,
947,204.68.92.141,POST /evaluationsubmitted,19/Jul/2018:20:41:44 +0000,evalEnd,
948,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:41:44 +0000,,
949,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:41:44 2018,,
950,204.68.92.141,GET /project/1/myevaluations/,19/Jul/2018:20:41:46 +0000,,
951,204.68.92.141,GET /project/1/myevaluations/,Thu Jul 19 20:41:46 2018,,
952,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:41:50 +0000,,
953,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:41:50 2018,,
954,204.68.92.141,GET /newevaluation?resourceid=3778,19/Jul/2018:20:41:52 +0000,evalStart,3778
955,204.68.92.141,GET /newevaluation?resourceid=3778,Thu Jul 19 20:41:52 2018,evalStart,3778
956,204.68.92.141,POST /evaluationsubmitted,Thu Jul 19 20:53:58 2018,evalEnd,
957,204.68.92.141,POST /evaluationsubmitted,19/Jul/2018:20:53:58 +0000,evalEnd,
958,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:53:58 +0000,,
959,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:53:58 2018,,
960,204.68.92.141,GET /project/1/myevaluations/,19/Jul/2018:20:54:00 +0000,,
961,204.68.92.141,GET /project/1/myevaluations/,Thu Jul 19 20:54:00 2018,,
962,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:03 +0000,,
963,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:03 2018,,
964,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:08 +0000,,
965,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:08 2018,,
966,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:12 +0000,,
967,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:12 2018,,
968,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:14 +0000,,
969,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:14 2018,,
970,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:16 +0000,,
971,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:16 2018,,
972,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:17 +0000,,
973,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:17 2018,,
974,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:20 +0000,,
975,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:20 2018,,
976,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:23 +0000,,
977,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:23 2018,,
978,204.68.92.141,GET /project/1/resources?,19/Jul/2018:20:54:24 +0000,,
979,204.68.92.141,GET /project/1/resources?,Thu Jul 19 20:54:24 2018,,
980,204.68.92.141,GET /newevaluation?resourceid=1717,19/Jul/2018:20:54:36 +0000,evalStart,1717
981,204.68.92.141,GET /newevaluation?resourceid=1717,Thu Jul 19 20:54:36 2018,evalStart,1717
982,204.68.92.141,POST /evaluationsubmitted,Thu Jul 19 20:58:49 2018,evalEnd,
983,204.68.92.141,POST /evaluationsubmitted,19/Jul/2018:20:58:50 +0000,evalEnd,
984,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:50 +0000,,
985,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:50 2018,,
986,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:54 +0000,,
987,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:54 2018,,
988,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:56 +0000,,
989,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:55 2018,,
990,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:56 +0000,,
991,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:56 2018,,
992,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:57 +0000,,
993,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:57 2018,,
994,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:58:59 +0000,,
995,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:58:59 2018,,
996,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:59:01 +0000,,
997,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:59:01 2018,,
998,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:59:02 +0000,,
999,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:59:02 2018,,
1000,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:59:04 +0000,,
1001,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:59:04 2018,,
1002,204.68.92.141,GET /project/1/resources,19/Jul/2018:20:59:06 +0000,,
1003,204.68.92.141,GET /project/1/resources,Thu Jul 19 20:59:06 2018,,
1004,204.68.92.141,GET /newevaluation?resourceid=99,19/Jul/2018:20:59:09 +0000,evalStart,99
1005,204.68.92.141,GET /newevaluation?resourceid=99,Thu Jul 19 20:59:09 2018,evalStart,99
1006,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:01:26 +0000,,
1007,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:01:25 2018,,
1008,146.203.121.6,GET /newevaluation?resourceid=2767,19/Jul/2018:21:01:31 +0000,evalStart,2767
1009,146.203.121.6,GET /newevaluation?resourceid=2767,Thu Jul 19 21:01:31 2018,evalStart,2767
1010,146.203.121.6,POST /evaluationsubmitted,Thu Jul 19 21:04:22 2018,evalEnd,
1011,146.203.121.6,POST /evaluationsubmitted,19/Jul/2018:21:04:23 +0000,evalEnd,
1012,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:04:23 +0000,,
1013,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:04:23 2018,,
1014,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:04:25 +0000,,
1015,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:04:24 2018,,
1016,146.203.121.6,GET /modifyevaluation?resourceid=8,19/Jul/2018:21:04:26 +0000,,8
1017,146.203.121.6,GET /modifyevaluation?resourceid=8,Thu Jul 19 21:04:26 2018,,8
1018,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:04:31 2018,,
1019,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:04:32 +0000,,
1020,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:04:32 +0000,,
1021,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:04:32 2018,,
1022,146.203.121.6,GET /newevaluation?resourceid=1968,19/Jul/2018:21:04:33 +0000,evalStart,1968
1023,146.203.121.6,GET /newevaluation?resourceid=1968,Thu Jul 19 21:04:33 2018,evalStart,1968
1024,146.203.121.6,GET /modifyevaluation?resourceid=113,19/Jul/2018:21:04:37 +0000,,113
1025,146.203.121.6,GET /modifyevaluation?resourceid=113,Thu Jul 19 21:04:37 2018,,113
1026,146.203.121.6,GET /modifyevaluation?resourceid=113,19/Jul/2018:21:04:38 +0000,,113
1027,146.203.121.6,GET /modifyevaluation?resourceid=113,Thu Jul 19 21:04:38 2018,,113
1028,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:04:43 2018,,
1029,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:04:43 +0000,,
1030,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:04:44 +0000,,
1031,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:04:43 2018,,
1032,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:04:45 +0000,,
1033,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:04:44 2018,,
1034,146.203.121.6,GET /modifyevaluation?resourceid=156,19/Jul/2018:21:04:47 +0000,,156
1035,146.203.121.6,GET /modifyevaluation?resourceid=156,Thu Jul 19 21:04:47 2018,,156
1036,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:04:52 2018,,
1037,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:04:52 +0000,,
1038,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:04:52 +0000,,
1039,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:04:52 2018,,
1040,146.203.121.6,GET /newevaluation?resourceid=2268,19/Jul/2018:21:04:54 +0000,evalStart,2268
1041,146.203.121.6,GET /newevaluation?resourceid=2268,Thu Jul 19 21:04:54 2018,evalStart,2268
1042,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:04:56 +0000,,
1043,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:04:55 2018,,
1044,146.203.121.6,GET /modifyevaluation?resourceid=598,19/Jul/2018:21:04:57 +0000,,598
1045,146.203.121.6,GET /modifyevaluation?resourceid=598,Thu Jul 19 21:04:57 2018,,598
1046,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:05:00 2018,,
1047,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:05:01 +0000,,
1048,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:05:01 +0000,,
1049,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:05:01 2018,,
1050,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:03 +0000,,
1051,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:03 2018,,
1052,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:04 +0000,,
1053,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:03 2018,,
1054,146.203.121.6,GET /modifyevaluation?resourceid=479,19/Jul/2018:21:05:06 +0000,,479
1055,146.203.121.6,GET /modifyevaluation?resourceid=479,Thu Jul 19 21:05:06 2018,,479
1056,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:05:10 2018,,
1057,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:05:10 +0000,,
1058,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:05:10 +0000,,
1059,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:05:10 2018,,
1060,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:12 +0000,,
1061,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:11 2018,,
1062,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:13 +0000,,
1063,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:12 2018,,
1064,146.203.121.6,GET /modifyevaluation?resourceid=519,19/Jul/2018:21:05:14 +0000,,519
1065,146.203.121.6,GET /modifyevaluation?resourceid=519,Thu Jul 19 21:05:14 2018,,519
1066,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:05:21 2018,,
1067,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:05:21 +0000,,
1068,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:05:21 +0000,,
1069,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:05:21 2018,,
1070,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:23 +0000,,
1071,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:23 2018,,
1072,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:24 +0000,,
1073,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:23 2018,,
1074,146.203.121.6,GET /modifyevaluation?resourceid=939,19/Jul/2018:21:05:26 +0000,,939
1075,146.203.121.6,GET /modifyevaluation?resourceid=939,Thu Jul 19 21:05:26 2018,,939
1076,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:05:29 2018,,
1077,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:05:29 +0000,,
1078,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:05:29 +0000,,
1079,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:05:29 2018,,
1080,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:32 +0000,,
1081,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:31 2018,,
1082,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:05:33 +0000,,
1083,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:05:32 2018,,
1084,146.203.121.6,GET /modifyevaluation?resourceid=156,19/Jul/2018:21:05:37 +0000,,156
1085,146.203.121.6,GET /modifyevaluation?resourceid=156,Thu Jul 19 21:05:37 2018,,156
1086,146.203.121.6,GET /modifyevaluation?resourceid=231,19/Jul/2018:21:05:42 +0000,,231
1087,146.203.121.6,GET /modifyevaluation?resourceid=231,Thu Jul 19 21:05:42 2018,,231
1088,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:06:09 2018,,
1089,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:06:09 +0000,,
1090,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:06:09 +0000,,
1091,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:06:09 2018,,
1092,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:06:13 +0000,,
1093,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:06:13 2018,,
1094,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:06:13 +0000,,
1095,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:06:13 2018,,
1096,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:15 +0000,,
1097,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:15 2018,,
1098,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:16 +0000,,
1099,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:15 2018,,
1100,146.203.121.6,GET /modifyevaluation?resourceid=959,19/Jul/2018:21:06:18 +0000,,959
1101,146.203.121.6,GET /modifyevaluation?resourceid=959,Thu Jul 19 21:06:18 2018,,959
1102,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:06:21 2018,,
1103,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:06:22 +0000,,
1104,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:06:22 +0000,,
1105,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:06:22 2018,,
1106,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:24 +0000,,
1107,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:24 2018,,
1108,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:25 +0000,,
1109,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:24 2018,,
1110,146.203.121.6,GET /project/1/resources?,19/Jul/2018:21:06:27 +0000,,
1111,146.203.121.6,GET /project/1/resources?,Thu Jul 19 21:06:27 2018,,
1112,146.203.121.6,GET /project/1/resources?,19/Jul/2018:21:06:29 +0000,,
1113,146.203.121.6,GET /project/1/resources?,Thu Jul 19 21:06:29 2018,,
1114,146.203.121.6,GET /static/img/icon-32.png,19/Jul/2018:21:06:29 +0000,,
1115,146.203.121.6,GET /project/1/resources?,19/Jul/2018:21:06:32 +0000,,
1116,146.203.121.6,GET /project/1/resources?,Thu Jul 19 21:06:32 2018,,
1117,146.203.121.6,GET /static/img/icon-32.png,19/Jul/2018:21:06:32 +0000,,
1118,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:36 +0000,,
1119,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:36 2018,,
1120,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:37 +0000,,
1121,146.203.121.6,GET /project/1/myevaluations/,Thu Jul 19 21:06:36 2018,,
1122,146.203.121.6,GET /modifyevaluation?resourceid=775,19/Jul/2018:21:06:39 +0000,,775
1123,146.203.121.6,GET /modifyevaluation?resourceid=775,Thu Jul 19 21:06:39 2018,,775
1124,146.203.121.6,POST /modifysubmitted,Thu Jul 19 21:06:43 2018,,
1125,146.203.121.6,POST /modifysubmitted,19/Jul/2018:21:06:44 +0000,,
1126,146.203.121.6,GET /project/1/resources,19/Jul/2018:21:06:44 +0000,,
1127,146.203.121.6,GET /project/1/resources,Thu Jul 19 21:06:44 2018,,
1128,146.203.121.6,GET /project/1/myevaluations/,19/Jul/2018:21:06:46 +0000,,
